Zona,Subzona,Canton,Presunta_Subinfraccion,Fecha_Detencion,Flagrante/Boleta,Sexo,Edad,Nacionalidad
ZONA 1,ESMERALDAS,ESMERALDAS,ROBO A PERSONAS,2016-11-18,SI,HOMBRE,19,ECUADOR
ZONA 1,ESMERALDAS,ESMERALDAS,TENENCIA ILEGAL ARMAS/EXPLOSIVOS,2016-11-19,SI,HOMBRE,18,ECUADOR
ZONA 1,ESMERALDAS,QUININDE,VARIOS,2016-11-18,SI,HOMBRE,25,ECUADOR
ZONA 3,CHIMBORAZO,RIOBAMBA,ASOCIACION ILICITA,2016-11-18,SI,MUJER,23,ECUADOR
ZONA 9,DMQ,QUITO,ROBO A PERSONAS,2016-11-17,SI,HOMBRE,20,ECUADOR
ZONA 9,DMQ,QUITO,VARIOS,2016-11-17,SI,HOMBRE,24,ECUADOR
ZONA 1,ESMERALDAS,ESMERALDAS,HERIDAS/LESIONES,2016-11-17,SI,HOMBRE,38,ECUADOR
ZONA 9,DMQ,QUITO,TENENCIA ILEGAL ARMAS/EXPLOSIVOS,2016-11-17,SI,MUJER,14,ECUADOR
ZONA 6,CAÑAR,AZOGUES,VARIOS,2016-11-18,SI,HOMBRE,74,ECUADOR
ZONA 8,DMG,GUAYAQUIL,HURTO,2016-11-17,SI,HOMBRE,56,ECUADOR
ZONA 8,DMG,GUAYAQUIL,VARIOS,2016-11-18,NO,HOMBRE,57,ECUADOR
ZONA 8,DMG,GUAYAQUIL,VARIOS,2016-11-19,NO,HOMBRE,53,ECUADOR
ZONA 8,DMG,GUAYAQUIL,HURTO,2016-11-19,SI,MUJER,50,ECUADOR
ZONA 5,GUAYAS,NARANJITO,VARIOS,2016-11-17,SI,HOMBRE,52,ECUADOR
ZONA 5,GUAYAS,SALITRE,TENENCIA ILEGAL ARMAS/EXPLOSIVOS,2016-11-17,SI,HOMBRE,62,ECUADOR
ZONA 8,DMG,GUAYAQUIL,RECEPTACION,2016-11-17,SI,HOMBRE,53,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ASOCIACION ILICITA,2016-11-17,SI,HOMBRE,49,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ASOCIACION ILICITA,2016-11-18,SI,MUJER,49,ECUADOR
ZONA 5,GALAPAGOS,SANTA CRUZ,ASOCIACION ILICITA,2016-11-17,SI,HOMBRE,48,ECUADOR
ZONA 8,DMG,GUAYAQUIL,VARIOS,2016-11-18,NO,HOMBRE,43,ECUADOR
ZONA 8,DMG,GUAYAQUIL,VIOLACION,2016-11-18,SI,HOMBRE,45,ECUADOR
ZONA 3,TUNGURAHUA,AMBATO,VARIOS,2016-11-17,SI,HOMBRE,45,ECUADOR
ZONA 5,LOS RIOS,QUEVEDO,VARIOS,2016-11-19,SI,HOMBRE,46,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ASOCIACION ILICITA,2016-11-17,SI,HOMBRE,44,ECUADOR
ZONA 8,DMG,SAMBORONDON,VARIOS,2016-11-19,NO,HOMBRE,42,ECUADOR
ZONA 5,GUAYAS,MILAGRO,VARIOS,2016-11-17,NO,HOMBRE,48,ECUADOR
ZONA 8,DMG,GUAYAQUIL,VARIOS,2016-11-19,NO,HOMBRE,42,ECUADOR
ZONA 5,LOS RIOS,QUEVEDO,ASOCIACION ILICITA,2016-11-17,SI,HOMBRE,38,ECUADOR
ZONA 3,TUNGURAHUA,AMBATO,TENTATIVA DE ROBO,2016-11-18,SI,HOMBRE,41,ECUADOR
ZONA 5,LOS RIOS,VINCES,VARIOS,2016-11-18,SI,MUJER,43,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ROBO DOMICILIO,2016-11-18,SI,HOMBRE,44,ECUADOR
ZONA 8,DMG,GUAYAQUIL,VARIOS,2016-11-18,NO,HOMBRE,43,ECUADOR
ZONA 5,LOS RIOS,QUEVEDO,VARIOS,2016-11-18,NO,HOMBRE,41,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ASOCIACION ILICITA,2016-11-18,SI,HOMBRE,39,ECUADOR
ZONA 8,DMG,GUAYAQUIL,TENENCIA ILEGAL ARMAS/EXPLOSIVOS,2016-11-18,SI,HOMBRE,40,ECUADOR
ZONA 8,DMG,GUAYAQUIL,VARIOS,2016-11-19,NO,HOMBRE,41,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ROBO A PERSONAS,2016-11-18,SI,HOMBRE,30,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ROBO A PERSONAS,2016-11-18,SI,HOMBRE,46,ECUADOR
ZONA 8,DMG,GUAYAQUIL,VARIOS,2016-11-19,NO,HOMBRE,42,ECUADOR
ZONA 1,CARCHI,TULCAN,ASOCIACION ILICITA,2016-11-17,SI,HOMBRE,42,ECUADOR
ZONA 8,DMG,GUAYAQUIL,FALSIFICACION,2016-11-18,SI,HOMBRE,31,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ASOCIACION ILICITA,2016-11-18,SI,HOMBRE,31,ECUADOR
ZONA 5,GUAYAS,DAULE,VARIOS,2016-11-18,SI,HOMBRE,42,ECUADOR
ZONA 9,DMQ,QUITO,VARIOS,2016-11-17,SI,HOMBRE,39,ECUADOR
ZONA 4,MANABI,EL CARMEN,ASOCIACION ILICITA,2016-11-19,SI,HOMBRE,42,ECUADOR
ZONA 8,DMG,GUAYAQUIL,RECEPTACION,2016-11-17,SI,HOMBRE,41,ECUADOR
ZONA 5,SANTA ELENA,SANTA ELENA,VARIOS,2016-11-17,NO,HOMBRE,41,ECUADOR
ZONA 5,LOS RIOS,MOCACHE,ROBO DOMICILIO,2016-11-18,SI,HOMBRE,40,ECUADOR
ZONA 8,DMG,DURAN,VARIOS,2016-11-18,SI,HOMBRE,38,ECUADOR
ZONA 6,CAÑAR,LA TRONCAL,VARIOS,2016-11-19,NO,HOMBRE,39,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ASOCIACION ILICITA,2016-11-19,SI,HOMBRE,37,ECUADOR
ZONA 5,GUAYAS,MILAGRO,TENENCIA ILEGAL ARMAS/EXPLOSIVOS,2016-11-19,SI,HOMBRE,39,ECUADOR
ZONA 5,SANTA ELENA,LA LIBERTAD,VARIOS,2016-11-19,NO,HOMBRE,41,ECUADOR
ZONA 8,DMG,GUAYAQUIL,VARIOS,2016-11-17,NO,HOMBRE,38,ECUADOR
ZONA 5,LOS RIOS,BUENA FE,VARIOS,2016-11-19,NO,HOMBRE,39,ECUADOR
ZONA 5,GUAYAS,NARANJAL,VARIOS,2016-11-18,SI,HOMBRE,28,ECUADOR
ZONA 8,DMG,GUAYAQUIL,VARIOS,2016-11-17,NO,MUJER,32,ECUADOR
ZONA 3,COTOPAXI,LA MANA,VARIOS,2016-11-19,NO,HOMBRE,35,ECUADOR
ZONA 8,DMG,DURAN,VARIOS,2016-11-17,NO,HOMBRE,37,ECUADOR
ZONA 5,SANTA ELENA,LA LIBERTAD,VARIOS,2016-11-19,NO,HOMBRE,32,ECUADOR
ZONA 8,DMG,DURAN,HERIDAS/LESIONES,2016-11-17,SI,MUJER,27,ECUADOR
ZONA 5,LOS RIOS,QUEVEDO,VARIOS,2016-11-19,SI,HOMBRE,36,ECUADOR
ZONA 8,DMG,GUAYAQUIL,VARIOS,2016-11-18,SI,HOMBRE,36,ECUADOR
ZONA 8,DMG,GUAYAQUIL,VARIOS,2016-11-17,NO,HOMBRE,36,ECUADOR
ZONA 8,DMG,DURAN,ASOCIACION ILICITA,2016-11-18,SI,HOMBRE,38,ECUADOR
ZONA 9,DMQ,QUITO,VARIOS,2016-11-18,NO,HOMBRE,36,ECUADOR
ZONA 8,DMG,GUAYAQUIL,HERIDAS/LESIONES,2016-11-17,SI,HOMBRE,31,ECUADOR
ZONA 3,CHIMBORAZO,RIOBAMBA,VARIOS,2016-11-19,NO,HOMBRE,34,ECUADOR
ZONA 8,DMG,GUAYAQUIL,VARIOS,2016-11-17,NO,HOMBRE,35,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ASOCIACION ILICITA,2016-11-19,SI,HOMBRE,35,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ASOCIACION ILICITA,2016-11-18,SI,HOMBRE,33,ECUADOR
ZONA 5,LOS RIOS,MOCACHE,VARIOS,2016-11-17,NO,HOMBRE,30,ECUADOR
ZONA 8,DMG,GUAYAQUIL,VARIOS,2016-11-19,NO,HOMBRE,34,ECUADOR
ZONA 3,TUNGURAHUA,AMBATO,VARIOS,2016-11-18,NO,HOMBRE,29,ECUADOR
ZONA 8,DMG,GUAYAQUIL,HURTO,2016-11-17,SI,HOMBRE,31,ECUADOR
ZONA 8,DMG,GUAYAQUIL,VARIOS,2016-11-18,NO,HOMBRE,32,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ASOCIACION ILICITA,2016-11-18,SI,HOMBRE,33,ECUADOR
ZONA 5,SANTA ELENA,SALINAS,HERIDAS/LESIONES,2016-11-19,SI,HOMBRE,32,ECUADOR
ZONA 5,SANTA ELENA,SALINAS,HERIDAS/LESIONES,2016-11-19,SI,HOMBRE,29,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ASOCIACION ILICITA,2016-11-19,SI,HOMBRE,33,ECUADOR
ZONA 5,LOS RIOS,BABAHOYO,ROBO DOMICILIO,2016-11-17,SI,HOMBRE,28,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ASOCIACION ILICITA,2016-11-19,SI,HOMBRE,35,ECUADOR
ZONA 5,GUAYAS,PLAYAS,ROBO A PERSONAS,2016-11-19,SI,HOMBRE,28,ECUADOR
ZONA 9,DMQ,QUITO,ASESINATO,2016-11-18,SI,HOMBRE,32,ECUADOR
ZONA 7,EL ORO,HUAQUILLAS,VARIOS,2016-11-17,SI,MUJER,32,ECUADOR
ZONA 8,DMG,GUAYAQUIL,VARIOS,2016-11-18,NO,HOMBRE,31,ECUADOR
ZONA 8,DMG,GUAYAQUIL,FALSIFICACION,2016-11-19,SI,HOMBRE,34,ECUADOR
ZONA 8,DMG,GUAYAQUIL,VARIOS,2016-11-18,NO,HOMBRE,31,ECUADOR
ZONA 8,DMG,DURAN,VARIOS,2016-11-19,SI,HOMBRE,27,ECUADOR
ZONA 5,GUAYAS,NARANJAL,VARIOS,2016-11-17,NO,HOMBRE,27,ECUADOR
ZONA 8,DMG,GUAYAQUIL,VARIOS,2016-11-18,SI,HOMBRE,37,ECUADOR
ZONA 8,DMG,GUAYAQUIL,VARIOS,2016-11-17,NO,HOMBRE,31,ECUADOR
ZONA 8,DMG,GUAYAQUIL,VARIOS,2016-11-18,SI,MUJER,32,ECUADOR
ZONA 5,GUAYAS,DAULE,RECEPTACION,2016-11-19,SI,HOMBRE,33,ECUADOR
ZONA 5,GUAYAS,BALZAR,VARIOS,2016-11-18,NO,HOMBRE,32,ECUADOR
ZONA 8,DMG,GUAYAQUIL,VARIOS,2016-11-18,NO,HOMBRE,32,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ASOCIACION ILICITA,2016-11-18,SI,HOMBRE,33,ECUADOR
ZONA 8,DMG,GUAYAQUIL,HERIDAS/LESIONES,2016-11-19,SI,HOMBRE,30,ECUADOR
ZONA 5,GUAYAS,SAN JACINTO DE YAGUACHI,VARIOS,2016-11-18,SI,HOMBRE,31,ECUADOR
ZONA 5,GUAYAS,NARANJAL,VARIOS,2016-11-18,SI,HOMBRE,31,ECUADOR
ZONA 5,SANTA ELENA,LA LIBERTAD,VARIOS,2016-11-18,NO,HOMBRE,31,ECUADOR
ZONA 8,DMG,DURAN,VARIOS,2016-11-19,NO,HOMBRE,29,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ROBO A PERSONAS,2016-11-18,SI,HOMBRE,30,ECUADOR
ZONA 8,DMG,GUAYAQUIL,VARIOS,2016-11-19,SI,HOMBRE,30,ECUADOR
ZONA 8,DMG,GUAYAQUIL,VARIOS,2016-11-17,SI,HOMBRE,23,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ASOCIACION ILICITA,2016-11-19,SI,HOMBRE,28,ECUADOR
ZONA 5,GUAYAS,EL TRIUNFO,TENENCIA ILEGAL ARMAS/EXPLOSIVOS,2016-11-18,SI,HOMBRE,32,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ASOCIACION ILICITA,2016-11-17,SI,HOMBRE,29,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ROBO A PERSONAS,2016-11-18,SI,HOMBRE,19,ECUADOR
ZONA 8,DMG,GUAYAQUIL,VARIOS,2016-11-18,NO,HOMBRE,30,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ASOCIACION ILICITA,2016-11-19,SI,MUJER,29,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ASOCIACION ILICITA,2016-11-17,SI,HOMBRE,30,ECUADOR
ZONA 8,DMG,GUAYAQUIL,REBELION Y ATENTADO,2016-11-17,SI,HOMBRE,29,ECUADOR
ZONA 8,DMG,GUAYAQUIL,VARIOS,2016-11-17,NO,HOMBRE,29,ECUADOR
ZONA 8,DMG,GUAYAQUIL,VIOLACION,2016-11-18,SI,HOMBRE,29,ECUADOR
ZONA 7,EL ORO,ATAHUALPA,REBELION Y ATENTADO,2016-11-18,SI,HOMBRE,27,ECUADOR
ZONA 7,EL ORO,HUAQUILLAS,VARIOS,2016-11-17,SI,HOMBRE,28,ECUADOR
ZONA 5,GUAYAS,BALZAR,VARIOS,2016-11-19,SI,HOMBRE,28,ECUADOR
ZONA 8,DMG,GUAYAQUIL,VARIOS,2016-11-17,SI,HOMBRE,26,ECUADOR
ZONA 8,DMG,GUAYAQUIL,VARIOS,2016-11-17,NO,HOMBRE,28,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ASOCIACION ILICITA,2016-11-19,SI,HOMBRE,24,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ASOCIACION ILICITA,2016-11-19,SI,MUJER,32,ECUADOR
ZONA 3,TUNGURAHUA,AMBATO,REBELION Y ATENTADO,2016-11-18,SI,MUJER,26,ECUADOR
ZONA 5,GUAYAS,NARANJITO,VARIOS,2016-11-17,NO,HOMBRE,28,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ROBO A PERSONAS,2016-11-17,SI,HOMBRE,28,ECUADOR
ZONA 5,GUAYAS,BALZAR,VARIOS,2016-11-19,SI,HOMBRE,18,ECUADOR
ZONA 5,GUAYAS,SAN JACINTO DE YAGUACHI,ASOCIACION ILICITA,2016-11-19,SI,HOMBRE,24,ECUADOR
ZONA 8,DMG,GUAYAQUIL,VARIOS,2016-11-18,NO,HOMBRE,28,ECUADOR
ZONA 5,GUAYAS,MILAGRO,VARIOS,2016-11-19,SI,HOMBRE,28,ECUADOR
ZONA 8,DMG,SAMBORONDON,VARIOS,2016-11-18,SI,HOMBRE,27,ECUADOR
ZONA 5,SANTA ELENA,SANTA ELENA,HERIDAS/LESIONES,2016-11-18,SI,MUJER,23,ECUADOR
ZONA 1,ESMERALDAS,ESMERALDAS,RECEPTACION,2016-11-19,SI,HOMBRE,21,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ASOCIACION ILICITA,2016-11-17,SI,HOMBRE,24,ECUADOR
ZONA 8,DMG,GUAYAQUIL,TENENCIA ILEGAL ARMAS/EXPLOSIVOS,2016-11-17,SI,HOMBRE,27,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ASOCIACION ILICITA,2016-11-18,SI,HOMBRE,26,ECUADOR
ZONA 5,GUAYAS,SAN JACINTO DE YAGUACHI,INVASIONES/ALLANAMIENTO,2016-11-19,SI,HOMBRE,20,ECUADOR
ZONA 8,DMG,GUAYAQUIL,VARIOS,2016-11-18,SI,HOMBRE,26,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ASOCIACION ILICITA,2016-11-18,SI,HOMBRE,26,ECUADOR
ZONA 9,DMQ,QUITO,ROBO A PERSONAS,2016-11-18,SI,MUJER,24,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ROBO A PERSONAS,2016-11-18,SI,HOMBRE,26,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ROBO A PERSONAS,2016-11-18,SI,HOMBRE,25,ECUADOR
ZONA 5,GUAYAS,MILAGRO,VARIOS,2016-11-17,SI,HOMBRE,26,ECUADOR
ZONA 5,GUAYAS,MILAGRO,TENENCIA ILEGAL ARMAS/EXPLOSIVOS,2016-11-17,SI,HOMBRE,26,ECUADOR
ZONA 5,GUAYAS,BALZAR,VARIOS,2016-11-19,SI,HOMBRE,21,ECUADOR
ZONA 8,DMG,GUAYAQUIL,VARIOS,2016-11-18,SI,HOMBRE,26,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ROBO DOMICILIO,2016-11-19,SI,HOMBRE,25,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ASOCIACION ILICITA,2016-11-18,SI,HOMBRE,28,ECUADOR
ZONA 8,DMG,GUAYAQUIL,VARIOS,2016-11-17,NO,HOMBRE,24,ECUADOR
ZONA 8,DMG,GUAYAQUIL,HURTO,2016-11-17,SI,HOMBRE,18,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ASOCIACION ILICITA,2016-11-17,SI,MUJER,21,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ROBO A PERSONAS,2016-11-17,SI,HOMBRE,20,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ASOCIACION ILICITA,2016-11-17,SI,HOMBRE,23,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ASOCIACION ILICITA,2016-11-19,SI,HOMBRE,24,ECUADOR
ZONA 8,DMG,DURAN,ROBO DOMICILIO,2016-11-18,SI,HOMBRE,26,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ASOCIACION ILICITA,2016-11-18,SI,HOMBRE,25,ECUADOR
ZONA 5,LOS RIOS,QUEVEDO,HERIDAS/LESIONES,2016-11-17,SI,HOMBRE,12,ECUADOR
ZONA 5,GUAYAS,MILAGRO,VARIOS,2016-11-17,SI,HOMBRE,25,ECUADOR
ZONA 5,GUAYAS,MILAGRO,TENENCIA ILEGAL ARMAS/EXPLOSIVOS,2016-11-17,SI,HOMBRE,25,ECUADOR
ZONA 8,DMG,GUAYAQUIL,VARIOS,2016-11-19,SI,MUJER,20,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ASOCIACION ILICITA,2016-11-17,SI,HOMBRE,21,ECUADOR
ZONA 5,GUAYAS,MILAGRO,VARIOS,2016-11-19,SI,HOMBRE,25,ECUADOR
ZONA 5,GUAYAS,MILAGRO,VARIOS,2016-11-18,NO,HOMBRE,23,ECUADOR
ZONA 5,LOS RIOS,BUENA FE,VARIOS,2016-11-19,SI,HOMBRE,21,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ASOCIACION ILICITA,2016-11-17,SI,MUJER,23,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ASOCIACION ILICITA,2016-11-18,SI,MUJER,18,ECUADOR
ZONA 5,SANTA ELENA,SANTA ELENA,VARIOS,2016-11-19,SI,HOMBRE,23,ECUADOR
ZONA 8,DMG,GUAYAQUIL,HERIDAS/LESIONES,2016-11-18,SI,HOMBRE,24,ECUADOR
ZONA 5,GUAYAS,ALFREDO BAQUERIZO MORENO,SECUESTRO EXPRESS,2016-11-17,SI,HOMBRE,22,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ASOCIACION ILICITA,2016-11-18,SI,HOMBRE,16,ECUADOR
ZONA 5,GUAYAS,MILAGRO,VARIOS,2016-11-19,SI,HOMBRE,22,ECUADOR
ZONA 5,GUAYAS,BALAO,VARIOS,2016-11-18,SI,HOMBRE,15,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ASOCIACION ILICITA,2016-11-17,SI,HOMBRE,19,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ASOCIACION ILICITA,2016-11-19,SI,HOMBRE,16,ECUADOR
ZONA 8,DMG,GUAYAQUIL,HURTO,2016-11-17,SI,HOMBRE,19,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ASOCIACION ILICITA,2016-11-18,SI,MUJER,21,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ASOCIACION ILICITA,2016-11-18,SI,MUJER,21,ECUADOR
ZONA 4,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,HERIDAS/LESIONES,2016-11-18,SI,HOMBRE,24,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ROBO A PERSONAS,2016-11-18,SI,HOMBRE,22,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ROBO A PERSONAS,2016-11-19,SI,HOMBRE,23,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ASOCIACION ILICITA,2016-11-19,SI,HOMBRE,19,ECUADOR
ZONA 4,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,ASOCIACION ILICITA,2016-11-17,SI,HOMBRE,21,ECUADOR
ZONA 8,DMG,GUAYAQUIL,VARIOS,2016-11-17,SI,HOMBRE,18,ECUADOR
ZONA 6,AZUAY,CUENCA,VARIOS,2016-11-17,SI,HOMBRE,20,ECUADOR
ZONA 8,DMG,DURAN,HERIDAS/LESIONES,2016-11-17,SI,MUJER,17,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ASOCIACION ILICITA,2016-11-17,SI,HOMBRE,16,ECUADOR
ZONA 5,GUAYAS,BALZAR,VARIOS,2016-11-19,SI,HOMBRE,21,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ASOCIACION ILICITA,2016-11-17,SI,HOMBRE,21,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ASOCIACION ILICITA,2016-11-17,SI,HOMBRE,22,ECUADOR
ZONA 5,GUAYAS,SAN JACINTO DE YAGUACHI,INVASIONES/ALLANAMIENTO,2016-11-19,SI,HOMBRE,23,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ASOCIACION ILICITA,2016-11-18,SI,HOMBRE,15,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ASOCIACION ILICITA,2016-11-18,SI,MUJER,23,ECUADOR
ZONA 1,ESMERALDAS,ESMERALDAS,ASOCIACION ILICITA,2016-11-17,SI,HOMBRE,19,ECUADOR
ZONA 8,DMG,GUAYAQUIL,VARIOS,2016-11-19,SI,HOMBRE,18,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ROBO A PERSONAS,2016-11-17,SI,HOMBRE,20,ECUADOR
ZONA 8,DMG,GUAYAQUIL,ASOCIACION ILICITA,2016-11-18,SI,HOMBRE,15,ECUADOR
ZONA 8,DMG,GUAYAQUIL,VARIOS,2016-11-17,SI,HOMBRE,17,ECUADOR
ZONA 1,CARCHI,TULCAN,VARIOS,2016-11-18,SI,HOMBRE,70,ECUADOR
ZONA 1,IMBABURA,IBARRA,ASOCIACION ILICITA,2016-11-19,SI,HOMBRE,54,ECUADOR
ZONA 1,IMBABURA,IBARRA,VARIOS,2016-11-19,SI,HOMBRE,47,ECUADOR
ZONA 2,PICHINCHA,CAYAMBE,VARIOS,2016-11-18,NO,HOMBRE,46,ECUADOR
ZONA 9,DMQ,QUITO,VARIOS,2016-11-18,SI,HOMBRE,41,ECUADOR
ZONA 9,DMQ,QUITO,HERIDAS/LESIONES,2016-11-19,SI,HOMBRE,45,ECUADOR
ZONA 9,DMQ,QUITO,VARIOS,2016-11-19,SI,HOMBRE,45,ECUADOR
ZONA 1,IMBABURA,IBARRA,HERIDAS/LESIONES,2016-11-17,SI,HOMBRE,40,ECUADOR
ZONA 9,DMQ,QUITO,TENTATIVA DE ROBO,2016-11-19,SI,HOMBRE,43,ECUADOR
ZONA 2,PICHINCHA,PEDRO MONCAYO,VARIOS,2016-11-18,NO,HOMBRE,40,ECUADOR
ZONA 1,IMBABURA,IBARRA,VARIOS,2016-11-19,SI,HOMBRE,40,ECUADOR
ZONA 2,PICHINCHA,PEDRO MONCAYO,VARIOS,2016-11-19,SI,HOMBRE,38,ECUADOR
ZONA 1,IMBABURA,IBARRA,HERIDAS/LESIONES,2016-11-17,SI,MUJER,37,ECUADOR
ZONA 3,PASTAZA,PASTAZA,ASOCIACION ILICITA,2016-11-18,SI,HOMBRE,39,ECUADOR
ZONA 1,IMBABURA,OTAVALO,VARIOS,2016-11-17,SI,HOMBRE,40,ECUADOR
ZONA 9,DMQ,QUITO,VARIOS,2016-11-18,NO,HOMBRE,45,ECUADOR
ZONA 1,IMBABURA,IBARRA,VARIOS,2016-11-19,NO,HOMBRE,31,ECUADOR
ZONA 9,DMQ,QUITO,VARIOS,2016-11-19,SI,HOMBRE,33,ECUADOR
ZONA 1,IMBABURA,OTAVALO,VARIOS,2016-11-19,SI,MUJER,31,ECUADOR
ZONA 1,IMBABURA,IBARRA,VARIOS,2016-11-17,SI,HOMBRE,21,ECUADOR
ZONA 2,NAPO,TENA,ASOCIACION ILICITA,2016-11-17,SI,HOMBRE,32,ECUADOR
ZONA 1,ESMERALDAS,QUININDE,ROBO DOMICILIO,2016-11-17,SI,HOMBRE,28,ECUADOR
ZONA 1,IMBABURA,IBARRA,HERIDAS/LESIONES,2016-11-17,SI,MUJER,23,ECUADOR
ZONA 1,IMBABURA,IBARRA,VARIOS,2016-11-19,SI,HOMBRE,20,ECUADOR
ZONA 1,IMBABURA,IBARRA,ASOCIACION ILICITA,2016-11-19,SI,HOMBRE,23,ECUADOR
ZONA 9,DMQ,QUITO,HERIDAS/LESIONES,2016-11-19,SI,HOMBRE,24,ECUADOR
ZONA 1,IMBABURA,IBARRA,FALSIFICACION,2016-11-17,SI,HOMBRE,22,ECUADOR
ZONA 1,IMBABURA,IBARRA,HERIDAS/LESIONES,2016-11-19,SI,HOMBRE,15,ECUADOR
ZONA 7,LOJA,ESPINDOLA,DELITO AMBIENTAL,2016-11-17,SI,HOMBRE,66,ECUADOR
ZONA 7,LOJA,CALVAS,VARIOS,2016-11-19,NO,HOMBRE,56,ECUADOR
ZONA 7,LOJA,CALVAS,HERIDAS/LESIONES,2016-11-18,SI,HOMBRE,55,ECUADOR
ZONA 9,DMQ,QUITO,ASOCIACION ILICITA,2016-11-18,SI,HOMBRE,58,ECUADOR
ZONA 7,LOJA,LOJA,HERIDAS/LESIONES,2016-11-19,SI,HOMBRE,42,ECUADOR
ZONA 7,LOJA,CATAMAYO,VARIOS,2016-11-17,NO,HOMBRE,39,ECUADOR
ZONA 8,DMG,GUAYAQUIL,RECEPTACION,2016-11-17,SI,MUJER,36,ECUADOR
ZONA 8,DMG,GUAYAQUIL,DELITO AMBIENTAL,2016-11-18,SI,HOMBRE,38,ECUADOR
ZONA 7,LOJA,PUYANGO,VARIOS,2016-11-19,SI,HOMBRE,38,ECUADOR
ZONA 7,LOJA,LOJA,"ROBO DE BIENES, ACCESORIOS Y AUTOPARTES DE VEHICULOS",2016-11-17,SI,HOMBRE,32,ECUADOR
ZONA 9,DMQ,QUITO,VARIOS,2016-11-17,NO,HOMBRE,35,ECUADOR
ZONA 7,LOJA,LOJA,"ROBO DE BIENES, ACCESORIOS Y AUTOPARTES DE VEHICULOS",2016-11-19,SI,HOMBRE,32,ECUADOR
ZONA 7,LOJA,LOJA,VARIOS,2016-11-19,SI,HOMBRE,26,ECUADOR
ZONA 7,LOJA,MACARA,HERIDAS/LESIONES,2016-11-18,SI,HOMBRE,35,ECUADOR
ZONA 7,LOJA,LOJA,"ROBO DE BIENES, ACCESORIOS Y AUTOPARTES DE VEHICULOS",2016-11-19,SI,HOMBRE,35,ECUADOR
ZONA 7,LOJA,ZAPOTILLO,VARIOS,2016-11-19,SI,HOMBRE,32,ECUADOR
ZONA 7,LOJA,ZAPOTILLO,VARIOS,2016-11-19,NO,HOMBRE,32,ECUADOR
ZONA 5,GUAYAS,MILAGRO,VARIOS,2016-11-17,NO,HOMBRE,21,ECUADOR
ZONA 6,AZUAY,CUENCA,VARIOS,2016-11-17,NO,HOMBRE,30,ECUADOR
